timeStamp,elapsed,label,responseCode,responseMessage,threadName,dataType,success,failureMessage,bytes,sentBytes,grpThreads,allThreads,URL,Latency,IdleTime,Connect
1730966011440,0,Select Item - 3,,,Scenario 3 - Add to Cart - jp@gc - Ultimate Thread Group 3-2,,true,,0,0,3,14,null,0,0,0
1730966010872,758,Open Url - 2,200,"Number of samples in transaction : 1, number of failing samples : 0",Scenario 2 - View Details - jp@gc - Ultimate Thread Group 2-1,,true,,4973,597,10,13,null,0,1,566
1730966010873,758,Open Url,200,,Scenario 2 - View Details - jp@gc - Ultimate Thread Group 2-1,text,true,,4973,597,10,13,https://petstore.octoperf.com/actions/Catalog.action,758,0,566
1730966011632,0,Select Category - 2,,,Scenario 2 - View Details - jp@gc - Ultimate Thread Group 2-1,,true,,0,0,10,13,null,0,0,0
1730966009905,196,Select Product - 4,200,"Number of samples in transaction : 1, number of failing samples : 0",Scenario 4 - Checkout - jp@gc - Ultimate Thread Group 4-1,,true,,4302,681,1,12,null,0,1734,0
1730966011639,196,Select Product - 4-64,200,,Scenario 4 - Checkout - jp@gc - Ultimate Thread Group 4-1,text,true,,4302,681,1,12,https://petstore.octoperf.com/actions/Catalog.action?viewProduct=&productId=FI-SW-01,196,0,0
1730966011835,0,Select Item - 4,,,Scenario 4 - Checkout - jp@gc - Ultimate Thread Group 4-1,,true,,0,0,1,12,null,0,0,0
1730966008662,201,Select Category - 2,200,"Number of samples in transaction : 1, number of failing samples : 0",Scenario 2 - View Details - jp@gc - Ultimate Thread Group 2-10,,true,,3928,649,9,11,null,0,3006,0
1730966011668,201,Select Category,200,,Scenario 2 - View Details - jp@gc - Ultimate Thread Group 2-10,text,true,,3928,649,9,11,https://petstore.octoperf.com/actions/Catalog.action?viewCategory=&categoryId=FISH,201,0,0
1730966011869,0,Select Product - 2,,,Scenario 2 - View Details - jp@gc - Ultimate Thread Group 2-10,,true,,0,0,9,11,null,0,0,0
1730966011127,774,Open Url - 2,200,"Number of samples in transaction : 1, number of failing samples : 0",Scenario 2 - View Details - jp@gc - Ultimate Thread Group 2-3,,true,,4973,597,8,10,null,0,2,583
1730966011128,774,Open Url,200,,Scenario 2 - View Details - jp@gc - Ultimate Thread Group 2-3,text,true,,4973,597,8,10,https://petstore.octoperf.com/actions/Catalog.action,774,0,583
1730966011903,0,Select Category - 2,,,Scenario 2 - View Details - jp@gc - Ultimate Thread Group 2-3,,true,,0,0,8,10,null,0,0,0
1730966009442,200,Select Category - 2,200,"Number of samples in transaction : 1, number of failing samples : 0",Scenario 2 - View Details - jp@gc - Ultimate Thread Group 2-8,,true,,3928,649,7,9,null,0,2339,0
1730966011781,200,Select Category,200,,Scenario 2 - View Details - jp@gc - Ultimate Thread Group 2-8,text,true,,3928,649,7,9,https://petstore.octoperf.com/actions/Catalog.action?viewCategory=&categoryId=FISH,200,0,0
1730966011981,0,Select Product - 2,,,Scenario 2 - View Details - jp@gc - Ultimate Thread Group 2-8,,true,,0,0,7,9,null,0,0,0
1730966011180,831,Open Url - 2,200,"Number of samples in transaction : 1, number of failing samples : 0",Scenario 2 - View Details - jp@gc - Ultimate Thread Group 2-2,,true,,4973,597,6,8,null,0,2,618
1730966011181,831,Open Url,200,,Scenario 2 - View Details - jp@gc - Ultimate Thread Group 2-2,text,true,,4973,597,6,8,https://petstore.octoperf.com/actions/Catalog.action,831,0,618
1730966012013,0,Select Category - 2,,,Scenario 2 - View Details - jp@gc - Ultimate Thread Group 2-2,,true,,0,0,6,8,null,0,0,0
1730966011337,780,Open Url - 2,200,"Number of samples in transaction : 1, number of failing samples : 0",Scenario 2 - View Details - jp@gc - Ultimate Thread Group 2-9,,true,,4973,597,5,7,null,0,1,585
1730966011338,780,Open Url,200,,Scenario 2 - View Details - jp@gc - Ultimate Thread Group 2-9,text,true,,4973,597,5,7,https://petstore.octoperf.com/actions/Catalog.action,780,0,585
1730966012118,0,Select Category - 2,,,Scenario 2 - View Details - jp@gc - Ultimate Thread Group 2-9,,true,,0,0,5,7,null,0,0,0
1730966010685,201,Select Product - 3,200,"Number of samples in transaction : 1, number of failing samples : 0",Scenario 3 - Add to Cart - jp@gc - Ultimate Thread Group 3-3,,true,,4039,681,2,6,null,0,1353,0
1730966012038,201,Select Product - 3-32,200,,Scenario 3 - Add to Cart - jp@gc - Ultimate Thread Group 3-3,text,true,,4039,681,2,6,https://petstore.octoperf.com/actions/Catalog.action?viewProduct=&productId=K9-RT-01,201,0,0
1730966012239,0,Select Item - 3,,,Scenario 3 - Add to Cart - jp@gc - Ultimate Thread Group 3-3,,true,,0,0,2,6,null,0,0,0
1730966010373,199,Select Category - 2,200,"Number of samples in transaction : 1, number of failing samples : 0",Scenario 2 - View Details - jp@gc - Ultimate Thread Group 2-7,,true,,3928,649,4,5,null,0,1765,0
1730966012137,199,Select Category,200,,Scenario 2 - View Details - jp@gc - Ultimate Thread Group 2-7,text,true,,3928,649,4,5,https://petstore.octoperf.com/actions/Catalog.action?viewCategory=&categoryId=FISH,199,0,0
1730966012337,0,Select Product - 2,,,Scenario 2 - View Details - jp@gc - Ultimate Thread Group 2-7,,true,,0,0,4,5,null,0,0,0
1730966010477,199,Select Category - 2,200,"Number of samples in transaction : 1, number of failing samples : 0",Scenario 2 - View Details - jp@gc - Ultimate Thread Group 2-4,,true,,3928,649,3,4,null,0,1663,0
1730966012140,199,Select Category,200,,Scenario 2 - View Details - jp@gc - Ultimate Thread Group 2-4,text,true,,3928,649,3,4,https://petstore.octoperf.com/actions/Catalog.action?viewCategory=&categoryId=FISH,199,0,0
1730966012339,0,Select Product - 2,,,Scenario 2 - View Details - jp@gc - Ultimate Thread Group 2-4,,true,,0,0,3,4,null,0,0,0
1730966010269,205,Select Category - 3,200,"Number of samples in transaction : 1, number of failing samples : 0",Scenario 3 - Add to Cart - jp@gc - Ultimate Thread Group 3-1,,true,,4408,649,1,3,null,0,1906,0
1730966012175,205,Select Category - 3-31,200,,Scenario 3 - Add to Cart - jp@gc - Ultimate Thread Group 3-1,text,true,,4408,649,1,3,https://petstore.octoperf.com/actions/Catalog.action?viewCategory=&categoryId=DOGS,202,0,0
1730966012380,0,Select Product - 3,,,Scenario 3 - Add to Cart - jp@gc - Ultimate Thread Group 3-1,,true,,0,0,1,3,null,0,0,0
1730966009836,204,Select Category - 2,200,"Number of samples in transaction : 1, number of failing samples : 0",Scenario 2 - View Details - jp@gc - Ultimate Thread Group 2-6,,true,,3928,649,2,2,null,0,2568,0
1730966012403,204,Select Category,200,,Scenario 2 - View Details - jp@gc - Ultimate Thread Group 2-6,text,true,,3928,649,2,2,https://petstore.octoperf.com/actions/Catalog.action?viewCategory=&categoryId=FISH,204,0,0
1730966012608,0,Select Product - 2,,,Scenario 2 - View Details - jp@gc - Ultimate Thread Group 2-6,,true,,0,0,2,2,null,0,0,0
1730966010764,195,Select Category - 2,200,"Number of samples in transaction : 1, number of failing samples : 0",Scenario 2 - View Details - jp@gc - Ultimate Thread Group 2-5,,true,,3928,649,1,1,null,0,1856,0
1730966012620,195,Select Category,200,,Scenario 2 - View Details - jp@gc - Ultimate Thread Group 2-5,text,true,,3928,649,1,1,https://petstore.octoperf.com/actions/Catalog.action?viewCategory=&categoryId=FISH,195,0,0
1730966012815,0,Select Product - 2,,,Scenario 2 - View Details - jp@gc - Ultimate Thread Group 2-5,,true,,0,0,1,1,null,0,0,0
